Year,Country,Region,Forest_Area_km2,Population_Density,Agricultural_Land_Percent,Rainfall_mm,Temperature_C,Road_Density_km_per_km2,Mining_Activity,Protected_Area_Percent,Deforestation_Rate,Fire_Incidents,Logging_Activity,Urban_Expansion_Rate,Carbon_Emissions_kt,Label
2015,Peru,Amazon,4141771,43,47.58274356100663,1031.5396736249604,24.426548482604332,0.09176012132805426,0.025903514410334717,19.901118913091697,0.025515684835475918,81,0.0633890577271171,0.5648205493249975,2292,danger
2022,Brazil,Palawan,4579441,32,40.20534469780784,3285.669683132452,24.852667423426215,0.06219395623335729,0.0708676719965507,26.930689862468103,0.00819874852299412,64,0.1308612643068112,1.961476455806621,3643,safe
2018,Indonesia,Sumatra,1460652,53,33.464956731346504,3679.913481364368,27.779094067485367,0.17867278968762074,0.02148546064249981,20.10331423045465,0.02994787836030719,67,0.01600651395318733,0.5257594859935544,4718,danger
2020,Vietnam,Palawan,2688370,40,43.13754683755963,2298.519763171517,23.82363331061628,0.017711285305592066,0.0040330161051512995,24.960694786831773,0.011464605538819346,54,0.0484659622907478,1.9214774796216334,2837,safe
2022,Philippines,Eastern,2048485,17,13.207470272484532,2606.6274192933947,24.431273453229146,0.18360822386122727,0.02011365425903773,12.779198104978324,0.02310512282020925,81,0.15473586929585015,1.053016135773717,3037,danger
2018,Indonesia,Amazonas,2067343,40,29.073555109324975,2430.950177852961,23.761904687696223,0.1682688863250701,0.017862887675429952,15.048276259531203,0.027700871908393036,28,0.10573717073576394,0.5151356075328223,7846,danger
2017,Colombia,Sarawak,3825495,30,35.20372507446653,2167.6258558703166,23.6734051527728,0.06653843612375493,0.03377479967348473,24.635521900753446,0.010892177858267736,38,0.18559381235740896,1.5337358475867624,2271,safe
2023,Vietnam,Sumatra,3885744,90,43.14611624473157,3662.273606111081,25.259465769014593,0.1599652243886499,0.041844949717545814,13.294680177754481,0.02770646386692665,32,0.08575028166827087,1.9708104560470312,7144,danger
2017,Vietnam,Eastern,1255612,8,41.338782401970704,3681.8005320099714,28.087994445011507,0.015930576464362037,0.05085388914977079,17.027118693098537,0.012737039479871672,41,0.17396247316278463,1.9484385842563887,3958,safe
2023,Madagascar,Santa Cruz,4494528,99,21.082769988535986,2007.4490939246036,23.61768311922566,0.1937044545557448,0.047675387550832816,15.297325156271429,0.029410330559601402,19,0.08979108749564751,0.7414055168036277,4369,danger
2016,Brazil,Eastern,2576475,86,47.63520678236817,2845.209262044094,25.242547205377367,0.11005303909205998,0.02706746059652894,16.99723388444957,0.012031500509511864,58,0.19584965574039706,0.7718717090992324,2805,safe
2016,Brazil,Amazon,2641912,68,14.973833657234813,3780.7226864375925,26.707273254426006,0.0676233949524346,0.0029170668574074465,24.166480981559406,0.028835895618945877,74,0.19196687627977538,1.3483083719294902,7800,danger
2016,Vietnam,Amazon,3644311,42,45.005344744846084,3886.175496824055,22.694394463036552,0.07889081039298863,0.060510162223715074,17.356943622856022,0.006338616272316872,38,0.06582734111121606,1.4559572396424867,5174,safe
2020,Madagascar,Sarawak,785622,92,48.837609984184745,2526.8771212661427,22.775228049023927,0.0226170171574945,0.03957448298473544,21.105266452158805,0.022731800291745326,68,0.17718473408336066,1.6091268704987984,7985,danger
2017,Philippines,Eastern,2462889,91,17.086140928905024,2358.47441585298,29.33413127023455,0.19797640766798746,0.029867215738754973,11.998637541088193,0.018302778345925093,54,0.16952227484312987,0.7715755407082212,2882,danger
2023,Vietnam,Central,2406862,26,38.88264256815141,1836.0829477855773,27.235345733310886,0.017465469578631567,0.08669410428305124,26.100353864692558,0.016946926928068266,76,0.042136079465512566,1.9385106301466517,2831,danger
2018,Malaysia,Amazonas,4526390,6,11.611420751119939,3876.61561957123,25.77186676223309,0.13443235339809323,0.07467433077981599,17.397772512962497,0.010587357856396,60,0.12485808015665395,1.4581088844338568,7208,safe
2015,Congo,Amazon,1896436,35,26.216913005566198,1428.442913418602,26.47720054420612,0.09411982626422707,0.08577655483724422,22.97068318066685,0.0226398947444123,20,0.014536463117962972,1.7705703783058322,5171,danger
2018,Congo,Sarawak,1167540,15,30.651331967906962,2739.4887281431747,20.292994431034185,0.19029408145585588,0.049498279471246104,24.507792033236655,0.009770237286157678,95,0.16734214411669235,1.3100985729262578,4191,safe
2015,Indonesia,Amazonas,2695690,96,33.225809036385364,1847.6508025559165,26.181029655616967,0.056739950658291086,0.013093125212677748,14.193218442234008,0.018821044899619204,91,0.03490917670069931,1.1214152713848238,4040,danger
2019,Colombia,Eastern,2088236,50,47.43748992994238,1837.0248710433898,25.09508873224202,0.11109649654822215,0.06962214361212725,27.693499699066997,0.01133113407600627,15,0.014162940277152904,1.965774359892494,7201,safe
2018,Congo,Eastern,3482410,66,36.89002749176779,2214.9057621285656,25.457496797794356,0.10164767963072306,0.020607377993717525,22.32448503213906,0.028890534494533902,76,0.08004381910776225,1.373182056229754,3594,danger
2022,Bolivia,Central Highlands,1904355,73,29.25111804876948,3996.3788074469635,23.59423826830817,0.14354462436951926,0.04412296690917168,18.57450283502963,0.00571577984589132,71,0.1153844277199287,1.8003103741987685,3626,safe
2022,Indonesia,Sarawak,3175480,68,42.38700145063557,1164.8989205194662,20.81473897712942,0.022921944070959897,0.00650007889488885,13.64670367156439,0.009993207002780915,14,0.1709833917119542,1.929938594549435,7985,safe
2021,Congo,Amazon,3924083,14,48.02131283817636,2735.6254546105943,21.933392336120523,0.046819934704437426,0.08253084024229825,28.846018758024133,0.011057765159686192,18,0.1948485051043473,1.5130319405129888,5584,safe
2017,Colombia,Central,2964722,44,10.882645947291634,1247.7164741058316,29.507447132126718,0.05076731581764147,0.012594064104750058,25.1013640826325,0.01535169564419541,37,0.08789850251397274,1.3234080177780125,7900,danger
2015,Brazil,Eastern,3401092,28,49.30085089024155,1463.562489971557,24.08699562270934,0.15024864341992106,0.09030975070493097,14.160491254664977,0.010818256046751337,92,0.012089384597054043,0.5052662763659759,7316,safe
2015,Brazil,Central,2750229,48,13.445285562547213,2318.688825318696,24.666831558308644,0.04593635230208062,0.08642306022615572,16.75421549448449,0.01728372725671963,86,0.14982311580517413,0.560029461108509,2273,danger
2017,Philippines,Eastern,2022534,64,42.575471170750454,2531.3803940393236,20.52709789853439,0.11896343513928556,0.04645827644392461,26.193485161761465,0.026811638081463474,47,0.1130346512447875,0.8012768240766746,2589,danger
2020,Vietnam,Amazon,2222907,66,21.2133901020565,1776.377225093572,20.375662295439806,0.050896325895181206,0.07443682043039906,23.913553264306778,0.02280158553522927,52,0.08957826896889264,0.7790126477839929,4700,danger
2021,Malaysia,Amazonas,3015967,91,15.287186310154869,1949.3713926232485,27.171814470467577,0.17370874051595592,0.06194450738181533,25.315685854314488,0.019499049513377775,30,0.06185377575843794,0.882138192799768,2582,danger
2020,Brazil,Madre de Dios,3370574,21,27.594225588553396,1260.9010607677992,25.38094664121111,0.18901523635303133,0.0803075642337745,18.824022044258648,0.007225079449566991,71,0.10047970556870714,0.9574019565464913,7063,safe
2020,Madagascar,Amazonas,3388939,69,35.75826317790454,1909.6593515327515,25.087059842162667,0.10851366523902568,0.04318051007859121,24.32952525284334,0.02234980270973189,55,0.06773592089140619,1.0400982403260923,5633,danger
2020,Congo,Eastern,4486280,99,25.238073800939,3899.6753181416325,22.431245304226685,0.07693868799974386,0.07858084842443501,17.729874457278274,0.009160357107773496,79,0.15140237354947206,1.1308065351033147,3990,safe
2017,Madagascar,Palawan,2544940,99,12.182616331307958,3834.1221450174453,27.447507316299223,0.05447097725332484,0.0462456817065148,14.225258338763929,0.02465918464904245,47,0.10877873929852822,0.648299507684022,3258,danger
2020,Colombia,Madre de Dios,2599409,61,33.97844558634866,2004.634870410955,21.68236579108492,0.019458390289378315,0.09409657878427939,22.6535406968272,0.011251418962753829,58,0.1753695548308224,0.563542897929173,7406,safe
2022,Brazil,Madre de Dios,3672382,59,46.09613104442699,2712.5618088362844,21.8993474366102,0.061015014477524124,0.04863721008251476,29.520278511975885,0.015426218208022521,84,0.10870878292988842,1.5109166736095352,4866,danger
2016,Malaysia,Central,4381857,57,25.32861463789007,3728.786173332833,24.607121713482755,0.1343047981896104,0.04626192719337296,16.21201942790659,0.013761755057948199,90,0.04765248266798601,1.3060022372646165,5738,safe
2019,Colombia,Sarawak,791464,60,18.65331110523308,1018.55146792269,22.86279862111941,0.11138721694875006,0.07850718615635127,19.219391844250794,0.02647034786687142,48,0.1702183764464289,1.1662163033301796,2571,danger
2015,Bolivia,Central,3173829,13,27.703093837312615,3432.0507110127755,22.474629812331465,0.1893678428733762,0.0821577691760838,23.48002742139707,0.008163611467835202,80,0.1114438089860088,1.4516599117525284,2544,safe
2015,Bolivia,Central,618581,26,11.934508441951234,3845.108658366757,26.452376445533318,0.08529267987342311,0.05544891143211708,20.830125642449758,0.019141122059619715,39,0.04136820762871225,1.7415191108053107,7556,danger
2019,Madagascar,Palawan,4352256,17,42.81950337921099,1273.9772030006711,26.509717452185445,0.14183403504239497,0.01797978134950754,26.868555914180984,0.008551540236076556,30,0.12470156199124444,1.141539363674307,6222,safe
2017,Vietnam,Amazonas,838540,93,43.05363243800747,1484.343058098763,28.245170697999292,0.10297132202027307,0.04677582309575795,25.234854129390317,0.022619895903304665,10,0.0715433529884855,1.461679197577969,6828,danger
2018,Indonesia,Amazonas,1001590,52,33.52001853718514,3882.238908314066,24.17708566972976,0.10738948102560021,0.09680725029096784,11.16594407724714,0.02762695319486203,98,0.16888112245841316,1.930358335752738,6512,danger
2017,Vietnam,Santa Cruz,1918412,22,24.12411555753558,2612.620430921039,20.730850910261502,0.06087711977478233,0.07529861930391851,29.96842467847548,0.015865191346681334,41,0.09065994772930858,1.759436743792341,2637,danger
2015,Philippines,Eastern,3860492,80,41.99133457783134,1042.5899034151712,22.736663849214576,0.09644064759997993,0.08111626038791322,25.048049074389347,0.017202306506624396,17,0.14528827162148336,1.1390012157536142,2040,danger
2015,Vietnam,Palawan,2130369,44,32.187480991534684,1772.8959962905874,29.80005463196817,0.09944914943241438,0.003282549881924013,27.278066325882264,0.028185570912069056,78,0.019107241527247434,1.4670752567221146,6882,danger
2019,Philippines,Santa Cruz,1372328,21,43.03729234200065,2349.831022806579,25.962585752327023,0.14426207913229747,0.04678594626341599,23.023954241906928,0.01802478471623393,39,0.07920486926046924,0.7656063828739097,6392,danger
2020,Philippines,Amazon,3610691,19,35.25835170332083,3078.726733074303,27.0973708480102,0.18872159984536163,0.06466211336575554,27.125702560935245,0.017189960951239022,17,0.19664828729447975,1.3407832773426347,3620,danger
2017,Malaysia,Eastern,1858097,19,41.37621892851189,3199.4811344103987,20.073578296254144,0.0725710427216758,0.08300326836280747,12.247659498574189,0.0194582275676076,28,0.16169205789542967,1.9719924367076642,5672,danger
2023,Brazil,Eastern,3800354,83,33.942519728710394,3986.264538776368,25.18205732182521,0.018018089030446705,0.004927365358277147,16.954756711186313,0.022230743409073796,68,0.03198816047338573,1.2774726728037833,6137,danger
2019,Malaysia,Central Highlands,1794315,67,26.56564272862665,1862.5335981512771,20.375286575318032,0.10429607384512155,0.08524388856418731,27.528418872089855,0.0076720843771757846,64,0.05555280989545102,1.891457448785221,6128,safe
2022,Philippines,Central Highlands,3075508,43,48.3178343970455,2614.6603056054255,25.69230212091448,0.11344765310834203,0.054840093674191175,14.033104225337844,0.0255277631935379,39,0.06596316177127222,1.111002380754891,3299,danger
2015,Colombia,Sumatra,2876219,17,31.644552995153788,2599.970643578815,29.207708496360752,0.0420037047150639,0.019731397057605994,11.564841971600455,0.01588762568633148,88,0.13007311209908914,1.9982672407769468,6711,danger
2019,Bolivia,Sumatra,1858311,85,34.203580741621536,2216.9357783417126,29.684191305004077,0.15448827519245267,0.03172552164497,25.76237879890438,0.006808712747437138,45,0.15139895189793112,1.3688300528413366,7043,safe
2017,Philippines,Central,1789467,36,18.819505576589968,1507.4856815272606,25.40552675388924,0.19713653060388342,0.028192955175156076,26.709723112865923,0.024654566729955328,64,0.14990532176158197,0.5634034913539019,7643,danger
2015,Malaysia,Amazon,664074,13,35.02603157709106,3932.3696895515277,24.58204805252216,0.18969719623160758,0.053085903428847586,13.253044363798011,0.014423749292156802,53,0.10197481126128057,1.3801321950370822,2159,safe
2018,Colombia,Madre de Dios,3070466,44,32.864305979317756,3559.951559999758,29.450170942484938,0.04745014737649392,0.005168567991113183,27.08691965565431,0.0075091873773763486,36,0.16216410756763025,0.911859043519395,3952,safe
2019,Malaysia,Madre de Dios,4155180,24,17.393535917880996,2494.999084882712,26.73609831996695,0.17631901558114454,0.015853615849992352,23.735355911943394,0.020844475988581263,86,0.08741561655149502,0.5487219830538421,3731,danger
2021,Vietnam,Central Highlands,4983120,94,12.38348389412575,2809.736268052089,20.648992795384096,0.14385379091822012,0.08126930433757824,20.40165366433168,0.02700328383584104,87,0.024776113059112384,1.731279957041995,4446,danger
2015,Congo,Central Highlands,1290645,95,34.174372788590844,1681.7831606789869,24.657255776674976,0.0962308471233132,0.013260399074681108,26.6050038556277,0.027193837735349658,63,0.11288836833076266,0.9135944554711339,7938,danger
2017,Madagascar,Central Highlands,3787093,89,40.54769077401282,2631.361211175241,22.40245018464304,0.11271608892169852,0.023339626945812698,18.384984986379315,0.02894158687022433,57,0.19046027692022136,1.6948228310697477,7893,danger
2016,Indonesia,Palawan,1517481,86,30.93605483688033,3084.9103993644276,24.698043214486816,0.17142403324666705,0.04533706056041573,13.879879124467944,0.0266926364941672,39,0.15859873027850227,0.9323263744338004,5162,danger
2023,Malaysia,Sarawak,4094804,81,19.07090501278583,2545.5010851597663,24.554655720063618,0.10122563853129089,0.051712088811333046,15.697053532212273,0.005053522983636881,48,0.11574012953844848,0.7914895308106614,3732,safe
2024,Indonesia,Sumatra,562507,84,36.660879067721396,3970.855511754824,25.821448028147422,0.0809094001299741,0.07636104796141586,20.103280365866297,0.014506029160334756,22,0.1293611320698194,1.960903361156641,2580,safe
2020,Peru,Palawan,1605710,77,13.20422906438409,2834.0249687431788,23.567704903492512,0.1037170236749373,0.04473324266661878,20.626615853463512,0.025463564497637575,25,0.18611240540711455,1.0424679916325292,2219,danger
2024,Malaysia,Amazonas,2838377,67,27.673348192078183,2112.921137776507,21.64270449455928,0.12003466276665932,0.07898646210355388,26.111616528824673,0.014156325149961856,53,0.0856685588869921,1.4020643171647407,6474,safe
2017,Congo,Madre de Dios,4887373,80,16.53467033593681,3316.456082847514,25.037194345899564,0.045924754217886284,0.06183463070454575,25.827054473046687,0.02003871265949265,80,0.06627882778852748,1.4149722392217075,3749,danger
2022,Indonesia,Eastern,1306564,48,17.378362042395334,1511.3875347449261,28.30202884345762,0.18117246875072823,0.011309973942382246,21.6273311440915,0.0201579236843633,36,0.1954483130000898,1.3407102232602526,3470,danger
2022,Philippines,Sumatra,4418949,42,18.091757966328146,2153.5474411187997,26.640122280676025,0.13809552027762664,0.01563314383928386,25.615709667309527,0.014125632600970574,54,0.1726886267020667,1.872043615281822,7059,safe
2016,Malaysia,Santa Cruz,2109473,87,25.468282281759116,2040.8768511327576,23.38367865925216,0.1303210942941229,0.04370337254497708,13.83546916587342,0.02761184818203219,44,0.06460871692372049,1.5116616070503026,7265,danger
2020,Brazil,Amazonas,2211952,64,12.046008224815905,2295.421285323332,29.35523022758857,0.028904282974321245,0.039688939308903964,11.001290541865886,0.01758070863465294,88,0.09275611947218457,1.1055995061573953,6328,danger
2021,Madagascar,Sumatra,1237954,75,25.911737637163927,3345.339477786179,29.12207571249182,0.12479304825279244,0.07435442696372946,27.472676452694003,0.01661960514843752,37,0.08301562580155981,1.793570576786411,3394,danger
2016,Congo,Palawan,3408056,52,30.468297884588033,2452.519096490222,22.093483993840987,0.032982525825313545,0.05807371397973519,11.511089875255392,0.029937843641547397,16,0.029819135734286784,0.7715943486739466,2921,danger
2024,Indonesia,Amazon,1207173,22,29.331771398653007,3382.0433507978883,20.39417585120363,0.024952558287125823,0.03881330810022493,14.933768594879947,0.017337509101815415,71,0.19156386476265183,1.316355136415626,4773,danger
2016,Congo,Eastern,1179447,20,25.311364016121622,2729.4667094195975,27.413087083507623,0.11018907017205472,0.017076028345038564,23.906378992487692,0.009459956298214526,60,0.08086248624395176,1.9258255579156345,6462,safe
2024,Colombia,Sumatra,1561404,59,43.5658643228301,2026.208303972666,28.27610261349153,0.08652925146883404,0.022683710232549517,18.188958752546185,0.01782673557158595,55,0.1750658165275816,1.438096444820619,6576,danger
2015,Madagascar,Sarawak,3480248,43,15.813067696820164,3429.9362310504175,29.678645659513553,0.12187395132968241,0.0575501018469059,27.526279398310177,0.02535041838799825,29,0.03787124553613302,1.7254526757123143,7692,danger
2022,Philippines,Central Highlands,3113987,72,30.227869751254957,1714.8690116592747,28.898363940883108,0.026952211930875332,0.04234388048997925,15.95959589324539,0.024421508172457036,47,0.10957416212744396,1.4803410883177892,5434,danger
2015,Malaysia,Central Highlands,3253913,63,12.481656678262173,1673.1489393993866,26.005347682064148,0.09188678194097909,0.05149275088606721,10.237426933387185,0.024714544127711773,70,0.004792277024853964,1.7590562953068356,5582,danger
2023,Malaysia,Eastern,3035232,93,12.84622715511639,2513.5087721645073,25.300523392123807,0.04320947585858002,0.01706774353022337,16.01311281121488,0.022700594599947794,41,0.15284409676846172,1.9167318197678656,3118,danger
2020,Malaysia,Palawan,2878907,66,32.95463398708385,1782.5477378862668,20.278410512625864,0.19754901632558217,0.06629062523445658,21.561500983696632,0.011355445726667204,35,0.11618277964925568,0.9093825912991051,3865,safe
2021,Madagascar,Central Highlands,3329915,17,32.64073699551284,1027.261104853649,22.46656446844778,0.11661854036268313,0.0852538740855967,17.518767508065867,0.026552102146005785,67,0.12511791669395053,0.7544916218850783,6311,danger
2024,Brazil,Sumatra,2863162,85,45.12134051377828,2944.8925818964044,24.596147517329264,0.1406130035787648,0.02579395067869006,20.697455115175103,0.027336086634406627,48,0.010344176510930692,1.2259861254988098,2724,danger
2021,Peru,Santa Cruz,1415113,10,32.314947026402926,2533.281464417194,26.285039000835678,0.07182947332969548,0.04915142258318266,27.531962376700374,0.009853817415463727,29,0.04220766604172308,1.5527936402363238,7935,safe
2024,Bolivia,Madre de Dios,3192794,87,48.391640816194005,2336.5534434794836,25.572518333184107,0.02800039380807539,0.09755273290209018,28.24970108460737,0.008261390913784847,91,0.014866174470716031,0.8407868797733242,2711,safe
2017,Vietnam,Madre de Dios,2711549,81,11.94779393599719,3900.9055438549462,27.426359896816905,0.19541546392887196,0.033324174055072764,15.319481293082243,0.0293901242147278,59,0.05778286316076236,0.5061521756452506,7983,danger
2016,Indonesia,Amazonas,2845704,64,13.920307391229642,2713.597551888741,22.797669308870407,0.0643892167228048,0.05950463449237612,19.242809465398015,0.026708099091259197,88,0.12548780153643022,1.014402673755058,3825,danger
2023,Brazil,Central,923332,94,11.762634462815257,3590.2947333681536,25.649526076524733,0.0905235551829791,0.009019570020024436,20.982880304829024,0.027330903680248667,61,0.11323719686347505,1.9532890032016827,5926,danger
2022,Philippines,Amazon,792575,18,17.4110740133416,1418.3507086154805,20.88142243390792,0.13347414512348926,0.06060150024794432,28.982249137764942,0.027159409615609878,95,0.12242996432267805,1.54245119090877,7080,danger
2024,Indonesia,Eastern,1959700,99,31.650804437667123,2707.619389388283,24.13665523583207,0.014692486560361144,0.008963177330461791,29.972346383287693,0.01854217060084321,31,0.10985025427557887,1.1019881659118358,7254,danger
2021,Malaysia,Amazonas,529336,58,35.82288725709712,3603.938880192709,27.50160832954601,0.16394923479828452,0.09592354353238221,14.708144976830532,0.021160043416644993,62,0.05460575913517188,0.7888641460202606,7202,danger
2023,Congo,Central,3701078,8,11.823406317946752,2749.317271839694,26.93400853429044,0.11194985610543785,0.07156626520723114,24.53959742691631,0.018634071303341042,94,0.04890149946888505,1.0341345106321205,2390,danger
2018,Philippines,Palawan,2142425,43,47.83883559382397,3154.0425343810048,29.90642737172179,0.06286126554307621,0.07881597881357065,17.560621244663903,0.006280158729758227,75,0.027411936707316256,0.754759149951872,3070,safe
2018,Indonesia,Sarawak,3107622,76,43.68661506601524,2116.130703436622,22.77891125987756,0.02170551720556916,0.07041043607716369,10.162163937724264,0.023637577133819317,52,0.16981417498069842,0.6594587319694272,6487,danger
2015,Malaysia,Sarawak,2386963,29,21.864499286283724,1277.3485511111999,24.98189299173979,0.04087469894014387,0.05897290360764658,10.185050448718048,0.017633300833397005,91,0.1232958717082489,1.860113558858831,4765,danger
2022,Indonesia,Amazon,3272605,81,13.087501209058718,2373.700885381214,23.29530413773997,0.18005643318215303,0.04499127810855054,19.211320151245115,0.021192726869755745,32,0.037302202500811954,1.9964755075632103,6480,danger
2017,Congo,Central Highlands,1947947,36,16.79548292876229,2183.4381725165726,24.406031140591747,0.1403446025478193,0.08583733797610625,19.76669826008669,0.017565995124388382,86,0.03544187596424791,0.7461716593936855,4428,danger
2021,Malaysia,Sumatra,4676426,63,15.077776550198907,3601.180547136842,28.56950129869388,0.05748132711100907,0.09568356675430631,10.451393931468854,0.017295283058061398,73,0.17460712030522735,0.5817838383174196,7378,danger
2016,Peru,Amazonas,4356756,67,14.931351171957875,1731.9859070574166,26.842090751884868,0.02246414533955561,0.04990361729040813,23.73854833548605,0.009294727736944172,18,0.14854617275266388,0.9945966607193185,7029,safe
2016,Brazil,Amazonas,1998339,42,30.742467546629356,3900.2026826053243,28.824411913475817,0.1412169093534609,0.09315350491552621,15.880067771899062,0.011967842878528723,16,0.1318798159810743,1.192488771142123,6494,safe
2021,Colombia,Eastern,1176296,96,19.833897699736013,3874.4143594134885,22.035111083318863,0.11875746793387537,0.058333290998851754,21.197862030718987,0.008971317298598895,50,0.08137282150785996,0.8072318706137818,4147,safe
2020,Vietnam,Eastern,879039,57,24.325588661165778,1742.894929214316,28.733611178414378,0.08685870964706464,0.05383841868964332,16.018381463308376,0.009891657390633562,63,0.05239511285570351,0.9521373676978377,5572,safe
2017,Madagascar,Sarawak,1028714,98,49.580213335372896,2044.1558664319614,20.597622741783844,0.07908617534611212,0.04544827329553567,13.342686297386145,0.029324434510507622,74,0.19589015262256476,0.8013061035374865,6478,danger
2023,Vietnam,Sarawak,3411190,71,37.372569957013795,3686.667222621655,28.885992804371526,0.05119471242653058,0.020928776153011988,18.143474771977505,0.00882783614430496,11,0.15944791500456004,1.661390852648677,4754,safe
2024,Philippines,Santa Cruz,1052439,32,47.959226681880054,3899.8666626883223,23.290737794607278,0.13722613874212836,0.00037196608180591897,14.645467295810015,0.01173176060763019,13,0.060355844627255295,1.5688669148708911,5263,safe
2020,Vietnam,Santa Cruz,4642535,7,15.702262201324624,2330.317308508132,23.145876334140667,0.1944269252808354,0.024150622685606127,20.69601953838336,0.01976474144346462,87,0.16951295925569895,1.4524272736414727,5825,danger
2024,Malaysia,Central Highlands,773452,84,25.28557899330277,1962.9911369226934,25.12088576698664,0.04338589670899692,0.05097231716035652,13.976570605729599,0.020254464405916044,41,0.15178638972293632,1.0808267856188072,5416,danger
2024,Peru,Santa Cruz,1278883,26,32.189272131294175,2578.282039754626,29.40690187723232,0.12345215780294563,0.03799599522597526,20.16811953289254,0.008849353243595726,11,0.05941610997559968,1.863561411971354,4057,safe
2020,Colombia,Sumatra,4871047,42,13.07032247554952,3063.307619097204,20.477813646814052,0.09059516059173547,0.044848522800263385,13.147570297377351,0.024842935644630307,73,0.08531057084832794,1.95429881230253,4311,danger
2015,Brazil,Sumatra,2689921,76,10.167497745118315,1820.4235461249395,23.522309750707453,0.09487085713148632,0.09806482195640497,23.4194941897157,0.024630071697820624,23,0.03719068907820533,0.760458968938118,4879,danger
2018,Brazil,Amazonas,3698156,76,36.8173733518767,3209.4195238572183,28.565719886833357,0.05828798322428474,0.03502723706693276,25.07875368882848,0.010932942605097277,29,0.02221048887562187,0.8345189621178171,5642,safe
2024,Congo,Madre de Dios,1262371,66,35.672780672057414,1154.972071343923,23.960544774354666,0.16677562637566964,0.04521829393601079,12.207884684998675,0.01221665756688651,98,0.14455240656793936,1.2884465420005544,4609,safe
2020,Madagascar,Sumatra,3757945,61,26.43155239998447,1147.8834782932493,21.99156897597067,0.1021985647879758,0.013351555135281957,19.356048240746784,0.028449696636487422,58,0.05350237147077333,0.6368758539233679,3430,danger
2020,Indonesia,Central,4268950,10,29.585763041281304,2158.863115436636,24.247941813314117,0.11324711191767017,0.004795773243698765,11.417434013097472,0.02564178614948695,17,0.16401187314925073,1.1546725982346693,3913,danger
2019,Peru,Sarawak,642980,82,26.617720023683585,2060.419576182162,23.855525014916694,0.0679045734314919,0.07754095145924947,21.96364891084005,0.022444925826563097,72,0.19912174230288524,1.3726868971665653,2757,danger
2015,Indonesia,Eastern,2934003,36,10.960201793795555,1946.8996461014567,29.154162014667037,0.04454360847672045,0.05706831750719787,15.288085958592907,0.007055830537765013,55,0.015323962785929734,1.2831103567059996,4134,safe
2022,Colombia,Santa Cruz,757354,14,23.414864248698496,2473.0592880067297,27.619343757430972,0.026322973758535893,0.0760704806043895,20.552489136774156,0.015456602022564391,30,0.09460702501674007,0.9963628746170391,7086,danger
2019,Vietnam,Amazonas,3706943,7,17.083290215891594,1962.2007469347136,25.05115555744006,0.14568263677573404,0.014986279888655163,20.349220187685823,0.018982546801920675,96,0.16041251186216063,1.3136687091158104,3912,danger
2019,Brazil,Amazon,2417160,63,13.93696756405475,1576.7737554042758,29.88370566721571,0.04728451352069257,0.057182877118269096,28.487086923876006,0.009685282199594424,41,0.1577901793082467,1.9382014313882716,3739,safe
2021,Colombia,Eastern,3815258,80,48.268817355573994,1928.4086472658028,24.652775312759232,0.14111431729587157,0.025364247434137555,20.981664451374456,0.016205664552705612,17,0.1519994316661937,0.8090261064370641,7602,danger
2018,Vietnam,Central,4871545,53,33.974389001686625,3924.712818430705,20.582378308202752,0.08417152474892123,0.022806181690001995,21.659969594366313,0.02002564693721725,25,0.06979898706038219,1.4822470375910055,5217,danger
2020,Brazil,Santa Cruz,2735883,63,39.14625136946411,2233.3402509845455,22.62274321814985,0.08899721218803378,0.0011526014052985257,18.033062515287604,0.01318441700288498,49,0.09077065113701047,0.5650950412340778,6756,safe
2018,Vietnam,Central,3050982,35,22.6145497306447,2334.1383305750073,24.360704802193126,0.09914372425762662,0.01303407235690719,28.981592063656336,0.024523620473762178,36,0.11899367146829405,0.5996246067221525,3134,danger
2017,Madagascar,Sarawak,1264265,97,25.72588517976061,2729.63496985342,21.569026241461202,0.0798646165442332,0.030926811149969535,25.54371818879219,0.026011239540970135,27,0.19478811671465146,1.3277423363353775,5712,danger
2021,Peru,Sarawak,808617,73,19.47695975586894,3950.0223052426795,29.47565126324043,0.02911779567229212,0.011687876059093905,15.708105806056832,0.01309023673585177,44,0.06550945418769859,0.6574087704919243,2764,safe
2022,Philippines,Central Highlands,3480346,66,13.87862683861699,1724.803829307289,27.66848897817773,0.0688300439005407,0.09858584404109376,26.88419171552464,0.025966428862311427,61,0.18462877754337156,0.533520182640286,4725,danger
2018,Colombia,Amazonas,1244748,56,17.16126549766335,3043.8463315973013,22.682872004277726,0.13610952853184832,0.03086326485239507,18.647927203701798,0.007589414152575375,24,0.05387138363609883,0.7572694964720332,5368,safe
2016,Colombia,Eastern,4136562,93,41.90056181185943,3147.9540806251725,25.90804533517916,0.1364990362790855,0.013032394670232816,26.57334287067188,0.025943227465566408,72,0.19781489309474093,1.3472737564993618,5497,danger
2024,Bolivia,Palawan,2554410,45,37.10183220735104,2821.9732503791975,27.21449157109572,0.06438261837559893,0.019908231282795775,26.45776136587004,0.008818760791690415,62,0.13405273736551834,1.5550114317783987,3672,safe
2017,Malaysia,Palawan,2977748,35,31.877155039419076,1265.7350189099323,29.41278928906798,0.09741949904596071,0.058770322834147654,13.777403735257089,0.007073178812743151,90,0.0927022960717102,0.80371784621207,5405,safe
